Company,RAM,Storage,Battery,Price
2,8,256,3100,24562.0
6,6,64,6600,7812.0
6,8,256,4200,19584.0
6,8,64,6700,8114.0
5,4,256,6800,19536.0
2,4,256,6000,24020.0
1,4,128,5000,23320.0
3,8,128,5900,14938.0
5,4,64,3400,7948.0
2,8,256,6500,24630.0
6,6,64,3200,7744.0
7,6,256,7900,18858.0
4,8,128,6900,12958.0
4,8,256,6900,20638.0
1,4,128,5900,23338.0
3,4,128,3200,14284.0
1,6,64,6700,19814.0
3,8,64,4600,11072.0
3,4,256,6900,22038.0
3,8,256,7700,22654.0
3,4,128,7800,14376.0
2,6,256,3800,24276.0
4,6,256,5800,20316.0
2,6,128,6100,16642.0
8,4,256,7300,18046.0
7,6,128,6000,11140.0
5,4,128,7300,11866.0
8,6,256,7500,18350.0
3,8,128,6800,14956.0
6,8,256,7000,19640.0
6,6,128,4400,11608.0
7,6,256,7400,18848.0
6,6,256,5100,19302.0
1,4,256,3500,30970.0
4,8,64,5500,9090.0
3,8,256,6500,22630.0
5,8,64,7800,8636.0
2,4,64,4400,12468.0
1,6,256,3800,31276.0
2,8,128,3400,16888.0
4,4,64,3600,8452.0
6,4,64,5100,7482.0
7,8,64,5600,7592.0
5,8,128,6700,12454.0
4,4,64,7500,8530.0
7,4,128,5600,10832.0
5,6,64,6900,8318.0
2,8,256,4800,24596.0
3,6,64,3000,10740.0
8,4,64,5500,6490.0
8,4,64,7600,6532.0
5,6,128,5900,12138.0
8,4,64,3800,6456.0
1,4,128,4800,23316.0
6,8,256,4400,19588.0
8,4,256,3600,17972.0
3,4,64,6100,10502.0
2,4,128,3200,16284.0
4,6,128,5000,12620.0
4,4,128,7200,12364.0
6,8,256,6800,19636.0
2,6,128,6000,16640.0
7,4,64,4500,6970.0
8,8,128,6000,10940.0
4,4,256,4200,19984.0
5,8,128,3500,12390.0
3,4,256,4900,21998.0
3,4,256,4500,21990.0
1,8,64,3600,20052.0
8,6,128,3300,10586.0
8,8,256,4300,18586.0
8,6,64,7300,6826.0
8,6,64,6700,6814.0
6,6,64,5200,7784.0
3,4,64,3600,10452.0
8,8,64,5700,7094.0
4,6,64,3300,8746.0
3,6,256,3300,22266.0
3,4,256,3800,21976.0
7,4,64,5000,6980.0
6,6,256,3700,19274.0
2,8,256,8000,24660.0
4,8,64,5100,9082.0
7,4,256,7100,18542.0
4,4,128,3900,12298.0
3,4,64,7700,10534.0
1,6,128,5200,23624.0
6,8,256,7800,19656.0
8,8,256,4300,18586.0
2,4,256,7800,24056.0
2,4,256,5100,24002.0
6,4,64,3200,7444.0
6,8,256,4600,19592.0
1,4,64,3000,19440.0
4,4,256,4500,19990.0
4,8,64,3000,9040.0
5,4,128,7400,11868.0
3,8,128,5500,14930.0
4,6,256,3900,20278.0
8,4,64,5200,6484.0
8,4,64,4900,6478.0
8,6,64,5000,6780.0
7,8,64,6900,7618.0
2,8,256,6300,24626.0
4,6,64,6000,8800.0
3,6,256,7100,22342.0
1,6,256,3000,31260.0
2,4,128,5900,16338.0
5,8,256,3200,20064.0
8,8,256,6000,18620.0
7,4,128,7100,10862.0
4,6,128,7500,12670.0
5,4,256,7400,19548.0
3,8,256,7300,22646.0
4,6,128,4500,12610.0
8,4,128,7400,10368.0
6,6,128,4600,11612.0
3,6,256,4200,22284.0
7,4,128,5000,10820.0
5,6,128,6900,12158.0
1,8,256,6300,31626.0
2,8,256,5900,24618.0
6,8,256,6200,19624.0
4,6,256,5500,20310.0
5,8,64,3100,8542.0
3,6,128,6200,14644.0
7,4,64,3200,6944.0
3,8,256,6000,22620.0
2,4,64,4600,12472.0
4,6,256,7000,20340.0
3,8,128,7400,14968.0
8,6,128,5900,10638.0
6,4,128,4000,11300.0
3,4,256,7600,22052.0
5,8,128,3000,12380.0
3,8,64,7600,11132.0
4,8,64,6300,9106.0
5,8,256,4000,20080.0
1,8,256,3000,31560.0
5,4,64,6600,8012.0
6,4,256,4900,18998.0
3,6,256,4900,22298.0
4,4,256,5700,20014.0
4,4,128,5100,12322.0
6,6,256,3500,19270.0
7,6,64,7500,7330.0
7,4,64,6500,7010.0
3,4,128,8000,14380.0
7,6,64,5300,7286.0
2,8,64,6500,13110.0
3,8,128,4800,14916.0
3,4,64,3700,10454.0
7,6,128,3900,11098.0
2,6,64,7500,12830.0
7,4,256,7500,18550.0
3,8,128,6800,14956.0
8,8,64,4900,7078.0
2,8,256,4600,24592.0
1,4,128,3400,23288.0
6,6,128,7300,11666.0
1,8,256,4400,31588.0
5,4,128,4300,11806.0
3,8,128,3700,14894.0
7,8,256,7400,19148.0
4,6,64,7900,8838.0
4,8,128,3800,12896.0
2,6,256,7600,24352.0
5,8,128,7400,12468.0
1,8,64,3100,20042.0
7,8,128,7200,11464.0
5,4,128,5300,11826.0
5,4,128,6700,11854.0
5,4,256,4500,19490.0
6,4,128,4000,11300.0
7,4,128,7800,10876.0
1,8,256,3200,31564.0
1,4,128,4200,23304.0
5,6,128,4900,12118.0
2,4,128,6000,16340.0
8,6,64,5800,6796.0
1,6,256,5900,31318.0
2,8,128,7200,16964.0
6,6,128,6500,11650.0
8,6,64,6900,6818.0
8,8,256,7700,18654.0
7,4,64,4400,6968.0
1,6,64,7800,19836.0
6,4,64,5500,7490.0
8,4,128,7000,10360.0
3,6,64,4100,10762.0
2,4,128,3500,16290.0
1,6,128,3400,23588.0
5,8,128,3700,12394.0
3,8,128,3100,14882.0
1,6,64,3100,19742.0
5,4,128,7500,11870.0
1,6,64,5400,19788.0
1,6,128,3400,23588.0
5,6,64,7000,8320.0
1,8,256,4900,31598.0
7,4,64,4800,6976.0
4,6,256,5000,20300.0
5,6,64,5100,8282.0
3,8,64,3400,11048.0
6,6,256,3000,19260.0
4,6,128,3800,12596.0
2,6,128,5500,16630.0
6,6,64,7500,7830.0
6,4,128,3200,11284.0
7,6,64,7000,7320.0
2,8,64,5300,13086.0
7,4,64,5400,6988.0
7,8,256,7100,19142.0
1,8,256,5300,31606.0
6,6,256,4600,19292.0
5,4,128,7800,11876.0
6,4,128,4800,11316.0
2,8,64,3300,13046.0
8,8,128,4500,10910.0
2,4,128,6900,16358.0
1,4,64,5700,19494.0
4,4,128,7200,12364.0
4,8,256,7200,20644.0
5,6,64,3500,8250.0
4,4,128,7400,12368.0
7,8,64,4000,7560.0
1,4,256,3500,30970.0
4,8,64,6800,9116.0
6,6,256,6800,19336.0
6,8,128,3400,11888.0
4,4,256,3300,19966.0
3,8,64,6100,11102.0
6,8,256,4200,19584.0
5,8,128,8000,12480.0
5,6,64,6800,8316.0
6,8,64,7100,8122.0
1,8,64,4600,20072.0
1,8,256,5100,31602.0
2,8,128,3200,16884.0
6,4,256,3500,18970.0
1,8,256,3800,31576.0
8,6,64,7700,6834.0
1,6,64,3700,19754.0
5,8,64,3300,8546.0
4,4,256,3300,19966.0
6,4,256,3600,18972.0
7,8,256,4400,19088.0
4,6,128,6700,12654.0
6,6,128,4100,11602.0
5,8,256,6000,20120.0
2,6,64,7400,12828.0
6,6,64,3400,7748.0
7,8,128,4400,11408.0
7,4,256,6900,18538.0
3,6,128,4900,14618.0
7,4,256,6800,18536.0
1,8,64,5300,20086.0
6,8,256,3900,19578.0
5,6,128,7800,12176.0
5,8,128,3300,12386.0
3,4,64,4300,10466.0
3,6,64,5500,10790.0
1,8,128,3400,23888.0
8,8,64,5400,7088.0
7,6,256,5500,18810.0
2,4,128,7400,16368.0
8,4,128,3300,10286.0
5,6,64,5500,8290.0
3,8,128,7700,14974.0
2,8,256,6000,24620.0
1,4,128,6300,23346.0
4,6,128,5100,12622.0
4,8,256,6200,20624.0
2,6,128,3400,16588.0
3,6,64,3800,10756.0
5,6,128,5900,12138.0
6,6,128,5800,11636.0
6,4,64,5600,7492.0
5,8,128,4800,12416.0
7,4,64,5400,6988.0
6,4,64,5800,7496.0
5,6,128,6700,12154.0
1,6,64,3500,19750.0
8,8,256,7300,18646.0
5,6,64,7000,8320.0
3,8,64,3300,11046.0
3,8,256,7400,22648.0
7,6,128,6300,11146.0
5,6,64,6500,8310.0
3,8,256,5300,22606.0
2,6,64,5300,12786.0
1,6,256,3900,31278.0
5,4,64,4500,7970.0
3,8,64,6200,11104.0
4,8,256,4400,20588.0
7,4,256,5200,18504.0
7,6,128,7000,11160.0
8,4,64,4400,6468.0
3,6,128,7400,14668.0
4,4,128,6700,12354.0
8,6,64,6900,6818.0
5,4,256,8000,19560.0
4,6,64,4700,8774.0
2,8,64,6500,13110.0
8,4,128,5700,10334.0
2,4,128,5800,16336.0
6,8,128,5700,11934.0
7,8,128,4100,11402.0
2,6,128,3100,16582.0
5,8,64,3600,8552.0
6,6,64,3200,7744.0
2,4,256,5600,24012.0
4,4,64,5600,8492.0
1,4,128,7000,23360.0
3,4,64,3500,10450.0
2,4,64,4700,12474.0
2,6,256,4800,24296.0
3,8,128,5700,14934.0
2,8,256,4300,24586.0
3,4,256,4400,21988.0
6,8,128,6900,11958.0
1,4,128,4300,23306.0
7,8,256,3200,19064.0
8,8,256,4200,18584.0
2,6,256,3000,24260.0
8,8,128,5100,10922.0
1,4,256,7900,31058.0
5,6,256,6300,19826.0
2,8,256,5700,24614.0
6,4,128,4200,11304.0
7,4,256,7700,18554.0
4,4,128,5400,12328.0
2,6,64,3500,12750.0
3,6,128,8000,14680.0
7,6,256,4500,18790.0
1,6,128,3400,23588.0
6,8,128,3700,11894.0
5,6,256,5500,19810.0
4,4,256,5100,20002.0
1,6,128,4800,23616.0
7,6,64,5500,7290.0
7,6,256,4700,18794.0
8,8,64,5700,7094.0
4,6,64,5100,8782.0
7,8,128,3100,11382.0
8,4,64,4200,6464.0
7,6,256,6700,18834.0
2,4,256,7900,24058.0
7,6,256,6600,18832.0
6,4,256,3100,18962.0
1,6,64,4100,19762.0
2,8,256,7800,24656.0
6,6,128,5100,11622.0
4,8,64,3800,9056.0
8,4,64,5300,6486.0
5,8,128,6600,12452.0
4,4,256,5700,20014.0
1,6,256,5900,31318.0
5,4,128,6200,11844.0
4,6,64,4600,8772.0
5,4,128,7600,11872.0
1,6,256,4300,31286.0
1,8,256,7700,31654.0
4,6,256,6500,20330.0
7,6,128,4300,11106.0
6,4,128,5500,11330.0
4,6,64,4100,8762.0
6,6,256,8000,19360.0
4,4,256,6500,20030.0
7,6,128,3700,11094.0
5,6,256,6600,19832.0
7,4,64,4700,6974.0
8,4,64,5000,6480.0
8,4,128,5700,10334.0
4,6,128,7700,12674.0
6,4,128,8000,11380.0
3,8,64,3100,11042.0
6,8,256,5400,19608.0
7,8,128,5200,11424.0
5,4,128,4200,11804.0
1,4,128,5200,23324.0
8,6,64,3200,6744.0
4,4,128,3100,12282.0
2,4,64,5300,12486.0
4,4,128,4400,12308.0
2,4,256,3900,23978.0
3,4,256,5400,22008.0
3,4,128,5200,14324.0
3,4,128,5500,14330.0
5,4,256,5100,19502.0
4,6,256,7200,20344.0
2,4,256,4100,23982.0
4,6,256,6900,20338.0
3,6,256,3500,22270.0
4,4,64,6100,8502.0
8,6,128,3900,10598.0
4,4,128,3900,12298.0
5,4,64,3600,7952.0
2,4,64,6500,12510.0
8,4,64,5800,6496.0
4,6,64,5300,8786.0
1,4,128,6500,23350.0
3,8,128,7600,14972.0
3,8,128,7400,14968.0
8,8,128,7100,10962.0
6,4,128,4400,11308.0
5,8,256,4300,20086.0
7,6,256,6000,18820.0
7,8,256,5000,19100.0
5,4,128,4200,11804.0
8,8,64,5000,7080.0
8,6,256,5400,18308.0
5,6,64,3300,8246.0
5,8,256,5800,20116.0
4,8,64,6300,9106.0
4,8,256,4400,20588.0
4,4,128,4700,12314.0
6,4,64,5100,7482.0
8,4,128,3600,10292.0
4,8,64,4600,9072.0
5,8,256,6100,20122.0
4,4,128,5700,12334.0
3,8,128,5400,14928.0
7,6,128,3400,11088.0
1,8,256,5900,31618.0
6,4,64,7700,7534.0
8,4,128,5300,10326.0
4,6,256,5100,20302.0
2,8,256,5200,24604.0
3,6,256,6900,22338.0
8,6,128,8000,10680.0
7,4,128,5200,10824.0
6,4,64,4100,7462.0
8,6,64,4200,6764.0
2,6,128,6700,16654.0
5,8,128,5100,12422.0
8,4,256,7900,18058.0
2,4,64,4700,12474.0
4,4,64,5500,8490.0
2,4,64,7700,12534.0
2,8,128,3800,16896.0
1,4,64,3300,19446.0
7,4,64,7700,7034.0
6,4,64,7900,7538.0
5,8,256,5800,20116.0
3,8,128,6800,14956.0
8,6,64,5800,6796.0
5,8,256,7300,20146.0
1,8,64,7200,20124.0
2,4,64,6500,12510.0
1,8,128,5800,23936.0
2,8,256,5500,24610.0
2,8,256,3800,24576.0
5,6,64,3900,8258.0
7,8,64,5800,7596.0
6,4,256,3300,18966.0
4,8,128,7100,12962.0
1,6,128,3800,23596.0
1,6,64,7700,19834.0
8,6,256,7500,18350.0
8,6,128,4900,10618.0
8,8,128,3700,10894.0
7,4,64,6600,7012.0
1,8,128,5700,23934.0
4,4,256,6400,20028.0
7,4,256,6500,18530.0
4,6,256,3900,20278.0
2,4,128,5600,16332.0
7,8,128,5900,11438.0
7,6,256,8000,18860.0
8,4,128,5500,10330.0
8,4,256,4000,17980.0
7,4,128,6900,10858.0
2,6,256,7400,24348.0
8,8,256,4300,18586.0
1,6,256,4500,31290.0
2,6,128,3600,16592.0
2,6,256,6500,24330.0
5,4,64,3300,7946.0
7,8,128,5100,11422.0
4,8,256,6100,20622.0
7,6,64,5000,7280.0
1,4,128,7400,23368.0
3,6,256,5500,22310.0
8,4,64,6800,6516.0
5,8,128,6700,12454.0
3,8,128,4900,14918.0
4,8,64,6600,9112.0
8,4,64,6600,6512.0
7,6,64,7300,7326.0
6,4,64,3700,7454.0
2,4,64,4200,12464.0
8,6,128,4300,10606.0
8,6,256,3500,18270.0
2,8,64,7500,13130.0
3,6,256,3100,22262.0
1,6,128,5900,23638.0
2,6,128,6700,16654.0
6,8,64,6700,8114.0
6,8,64,6000,8100.0
7,6,64,3200,7244.0
7,4,256,3200,18464.0
8,6,128,6600,10652.0
1,6,256,4400,31288.0
3,4,128,4700,14314.0
2,4,128,7200,16364.0
8,8,128,4100,10902.0
1,6,256,4300,31286.0
2,8,64,6500,13110.0
7,4,128,5300,10826.0
5,6,256,7500,19850.0
6,8,64,5900,8098.0
5,4,64,7500,8030.0
7,6,128,7200,11164.0
1,8,128,3300,23886.0
2,6,256,3100,24262.0
4,8,128,7700,12974.0
8,4,128,7400,10368.0
5,6,128,3500,12090.0
1,4,64,3400,19448.0
2,8,256,4100,24582.0
2,4,128,5900,16338.0
1,4,256,6900,31038.0
4,8,256,6300,20626.0
5,6,256,4500,19790.0
6,6,64,7300,7826.0
8,4,256,3900,17978.0
1,8,128,5000,23920.0
8,4,64,3700,6454.0
2,6,64,5900,12798.0
8,8,64,7700,7134.0
8,4,128,4100,10302.0
5,4,256,6000,19520.0
8,8,128,7600,10972.0
6,4,128,4500,11310.0
1,8,64,8000,20140.0
4,4,256,3100,19962.0
3,4,128,5000,14320.0
8,4,64,7200,6524.0
5,8,128,6500,12450.0
7,8,256,3900,19078.0
6,6,256,5700,19314.0
1,4,128,6000,23340.0
6,8,128,4600,11912.0
2,8,64,5900,13098.0
4,8,128,4900,12918.0
2,6,128,4000,16600.0
1,8,128,7000,23960.0
1,4,128,4100,23302.0
7,4,128,7500,10870.0
3,4,64,5000,10480.0
7,8,256,5300,19106.0
6,4,256,4600,18992.0
5,6,256,3600,19772.0
7,6,64,5600,7292.0
4,8,128,4700,12914.0
1,6,128,6600,23652.0
7,4,256,5500,18510.0
6,4,256,8000,19060.0
4,4,64,6300,8506.0
1,4,256,5800,31016.0
8,4,256,7700,18054.0
2,8,256,4700,24594.0
3,6,64,4100,10762.0
1,8,256,3500,31570.0
7,8,64,4500,7570.0
1,4,64,7600,19532.0
6,4,256,7900,19058.0
4,8,64,7400,9128.0
4,8,256,4500,20590.0
4,6,256,5200,20304.0
2,6,64,5000,12780.0
6,4,256,5000,19000.0
7,4,64,3000,6940.0
8,8,64,4300,7066.0
2,6,128,6400,16648.0
8,4,128,6200,10344.0
8,8,128,4100,10902.0
5,8,256,5100,20102.0
6,8,128,6600,11952.0
4,4,128,6000,12340.0
8,6,64,4200,6764.0
8,8,128,6900,10958.0
5,8,128,3000,12380.0
4,6,128,3000,12580.0
7,6,64,6400,7308.0
2,6,128,4700,16614.0
4,6,128,6100,12642.0
5,8,64,7700,8634.0
7,6,256,4200,18784.0
6,4,256,3500,18970.0
8,4,128,5100,10322.0
3,8,256,7300,22646.0
5,6,64,6400,8308.0
4,8,256,3400,20568.0
8,6,64,6300,6806.0
4,8,128,3300,12886.0
5,8,256,4000,20080.0
4,6,128,6800,12656.0
3,4,64,6700,10514.0
2,4,256,6300,24026.0
1,4,128,3900,23298.0
1,4,128,4400,23308.0
6,6,64,7300,7826.0
4,6,256,4200,20284.0
5,6,256,5700,19814.0
8,8,64,4300,7066.0
2,4,64,6100,12502.0
2,8,128,4300,16906.0
6,6,128,7600,11672.0
6,8,128,4000,11900.0
6,4,256,4600,18992.0
2,4,128,5700,16334.0
5,4,64,6800,8016.0
4,4,256,4000,19980.0
7,6,256,3300,18766.0
6,8,128,5500,11930.0
5,8,64,8000,8640.0
5,4,128,8000,11880.0
4,6,256,3600,20272.0
4,6,128,6600,12652.0
5,8,128,4200,12404.0
3,6,64,5800,10796.0
3,6,64,7900,10838.0
2,8,256,4000,24580.0
7,4,64,3100,6942.0
6,4,64,3200,7444.0
6,4,256,5000,19000.0
5,8,128,6400,12448.0
7,4,128,4600,10812.0
5,4,128,4900,11818.0
3,6,64,6600,10812.0
1,6,256,7400,31348.0
6,4,64,4300,7466.0
3,6,128,7500,14670.0
5,4,128,5400,11828.0
1,4,128,3900,23298.0
8,6,128,3000,10580.0
3,6,64,3800,10756.0
5,4,64,3600,7952.0
6,4,128,6400,11348.0
5,6,256,3800,19776.0
1,4,64,3100,19442.0
2,6,256,6900,24338.0
1,8,128,6700,23954.0
5,6,128,3500,12090.0
1,8,256,5600,31612.0
1,6,64,3900,19758.0
8,4,256,5100,18002.0
4,8,128,4400,12908.0
7,6,128,6600,11152.0
5,4,256,5000,19500.0
5,6,256,7200,19844.0
8,4,128,4100,10302.0
1,6,128,6100,23642.0
4,8,64,4200,9064.0
3,8,64,7600,11132.0
8,6,256,4200,18284.0
6,8,256,7000,19640.0
1,6,64,7600,19832.0
8,8,128,3400,10888.0
6,6,128,4100,11602.0
3,6,256,5000,22300.0
5,6,128,7300,12166.0
1,8,64,7700,20134.0
4,8,64,5400,9088.0
8,6,64,6800,6816.0
3,4,256,7500,22050.0
5,6,128,6700,12154.0
1,8,128,6000,23940.0
6,4,64,6700,7514.0
2,4,64,3700,12454.0
5,8,256,5900,20118.0
1,4,64,4300,19466.0
8,4,64,4100,6462.0
7,8,256,7300,19146.0
8,8,64,6900,7118.0
5,6,64,6600,8312.0
1,6,64,7200,19824.0
7,4,128,4200,10804.0
7,8,64,7900,7638.0
7,8,256,3800,19076.0
8,8,128,3900,10898.0
7,8,64,3900,7558.0
4,4,64,7800,8536.0
1,8,256,4300,31586.0
1,8,64,6600,20112.0
2,4,256,4900,23998.0
5,6,256,5000,19800.0
5,4,256,6900,19538.0
1,6,256,7200,31344.0
3,4,64,4700,10474.0
2,6,256,4800,24296.0
4,4,256,4500,19990.0
8,6,256,6100,18322.0
2,8,256,5900,24618.0
3,8,256,4900,22598.0
8,6,256,4300,18286.0
7,4,128,7500,10870.0
3,8,64,7300,11126.0
5,4,256,7500,19550.0
2,4,64,5600,12492.0
5,6,256,5900,19818.0
7,6,64,5000,7280.0
6,6,64,7200,7824.0
6,6,256,3400,19268.0
4,6,128,4700,12614.0
8,8,64,6200,7104.0
1,4,256,5000,31000.0
1,8,64,4200,20064.0
4,8,64,6400,9108.0
3,4,128,7700,14374.0
8,6,128,4700,10614.0
8,8,256,5800,18616.0
3,8,128,5300,14926.0
8,6,64,4100,6762.0
7,8,256,4600,19092.0
1,4,64,7800,19536.0
3,6,128,7400,14668.0
6,6,256,3500,19270.0
8,8,64,6900,7118.0
3,4,64,6200,10504.0
3,8,64,3500,11050.0
4,8,64,3100,9042.0
7,8,256,3700,19074.0
3,6,128,3400,14588.0
7,8,64,7500,7630.0
3,6,64,3000,10740.0
6,4,64,7700,7534.0
4,4,64,7500,8530.0
4,4,256,4000,19980.0
3,6,64,3700,10754.0
7,6,256,7000,18840.0
3,6,256,4700,22294.0
4,6,128,6800,12656.0
5,4,64,3500,7950.0
8,4,256,4900,17998.0
2,6,64,7300,12826.0
4,6,64,4700,8774.0
3,6,64,3800,10756.0
7,4,256,4500,18490.0
3,8,64,6500,11110.0
4,6,64,5600,8792.0
2,4,256,5300,24006.0
4,4,128,4500,12310.0
1,4,64,3300,19446.0
5,8,128,6200,12444.0
3,8,256,6600,22632.0
8,8,256,6000,18620.0
2,4,128,3600,16292.0
5,8,128,3800,12396.0
4,4,64,3600,8452.0
5,4,256,5200,19504.0
3,4,256,7500,22050.0
4,6,64,3600,8752.0
7,6,256,4600,18792.0
1,6,128,4200,23604.0
2,8,256,3500,24570.0
8,6,64,8000,6840.0
5,6,128,3000,12080.0
3,6,64,4600,10772.0
3,6,64,7600,10832.0
3,8,256,7500,22650.0
6,8,256,7900,19658.0
4,8,128,3700,12894.0
5,8,128,4500,12410.0
4,6,128,6300,12646.0
7,8,128,5900,11438.0
5,8,256,5300,20106.0
5,6,128,3300,12086.0
4,6,128,5700,12634.0
6,4,256,6300,19026.0
1,6,256,7800,31356.0
5,8,64,3900,8558.0
4,6,256,4900,20298.0
2,8,64,5700,13094.0
6,6,256,3300,19266.0
8,4,128,3900,10298.0
4,8,128,4100,12902.0
5,8,256,3500,20070.0
7,6,128,7700,11174.0
3,4,256,3400,21968.0
2,4,128,3400,16288.0
3,4,128,4900,14318.0
5,8,128,3000,12380.0
2,8,64,5600,13092.0
8,8,64,6200,7104.0
3,6,256,7900,22358.0
6,4,128,7000,11360.0
1,4,256,5600,31012.0
6,4,256,7800,19056.0
7,4,64,5900,6998.0
7,6,64,3100,7242.0
2,6,256,4500,24290.0
7,8,128,3100,11382.0
4,8,256,8000,20660.0
1,6,64,7100,19822.0
8,4,128,3100,10282.0
8,8,128,3600,10892.0
8,6,256,7700,18354.0
6,4,128,4400,11308.0
2,4,128,3200,16284.0
5,6,64,5600,8292.0
1,8,64,7400,20128.0
2,4,64,7800,12536.0
5,8,128,5500,12430.0
3,6,256,3500,22270.0
2,6,128,5800,16636.0
7,8,64,6300,7606.0
7,4,64,3300,6946.0
7,6,256,3800,18776.0
3,6,256,5900,22318.0
7,6,64,4100,7262.0
3,8,256,5800,22616.0
6,4,64,6400,7508.0
4,4,256,7900,20058.0
7,6,256,6400,18828.0
5,8,128,4900,12418.0
4,4,64,5500,8490.0
6,6,256,4600,19292.0
1,4,256,4500,30990.0
3,4,128,3600,14292.0
5,6,256,7000,19840.0
7,6,64,8000,7340.0
2,6,256,5100,24302.0
5,4,64,5100,7982.0
7,8,256,5900,19118.0
6,8,128,4500,11910.0
6,8,128,6000,11940.0
4,8,256,7000,20640.0
6,4,256,7200,19044.0
2,8,64,5400,13088.0
6,4,128,7900,11378.0
6,6,64,5700,7794.0
7,8,64,5800,7596.0
6,6,128,6600,11652.0
7,8,256,6700,19134.0
5,6,64,5900,8298.0
4,6,64,7200,8824.0
1,6,128,3100,23582.0
3,8,256,4500,22590.0
6,8,64,4300,8066.0
2,6,64,5500,12790.0
7,8,128,7000,11460.0
3,4,128,3200,14284.0
7,4,128,5400,10828.0
2,4,64,6800,12516.0
8,8,64,3700,7054.0
1,6,256,3800,31276.0
2,4,256,6900,24038.0
3,8,128,5200,14924.0
7,6,256,4300,18786.0
8,8,256,3600,18572.0
5,8,64,4400,8568.0
5,6,64,3500,8250.0
7,8,256,5300,19106.0
5,8,128,5400,12428.0
8,4,256,7600,18052.0
3,4,64,7700,10534.0
5,8,128,5500,12430.0
6,4,128,3400,11288.0
8,4,256,3800,17976.0
7,6,64,4900,7278.0
3,6,128,4000,14600.0
3,8,64,3000,11040.0
1,8,64,6500,20110.0
4,8,256,4900,20598.0
4,6,64,7700,8834.0
8,8,256,4000,18580.0
2,4,128,4500,16310.0
6,8,64,4100,8062.0
7,6,64,5000,7280.0
4,6,256,3100,20262.0
8,6,256,3500,18270.0
2,6,64,3800,12756.0
4,4,64,6100,8502.0
6,6,256,3200,19264.0
7,8,64,6200,7604.0
4,6,64,3400,8748.0
6,8,256,6300,19626.0
7,6,64,6200,7304.0
7,8,64,5200,7584.0
2,6,64,3500,12750.0
7,8,256,5900,19118.0
3,4,256,4000,21980.0
7,6,256,3800,18776.0
5,8,256,5000,20100.0
3,6,128,5700,14634.0
1,8,128,3900,23898.0
6,6,128,7100,11662.0
7,4,64,5400,6988.0
7,4,64,5300,6986.0
2,8,128,6400,16948.0
3,8,256,6100,22622.0
2,4,64,4000,12460.0
7,4,64,3800,6956.0
7,8,256,4700,19094.0
4,8,128,3600,12892.0
6,6,128,6800,11656.0
7,4,128,5700,10834.0
4,6,64,7600,8832.0
8,4,64,3500,6450.0
1,4,128,7200,23364.0
7,4,256,7600,18552.0
8,8,128,8000,10980.0
1,8,256,5700,31614.0
4,4,64,4000,8460.0
5,8,64,7300,8626.0
7,8,128,4400,11408.0
5,4,256,5000,19500.0
3,4,64,4400,10468.0
1,8,64,3500,20050.0
4,4,256,5700,20014.0
6,4,128,5100,11322.0
8,6,64,5000,6780.0
5,4,128,4700,11814.0
3,8,128,6000,14940.0
5,6,64,6600,8312.0
1,6,128,8000,23680.0
7,6,256,5300,18806.0
4,6,128,3300,12586.0
7,4,128,5900,10838.0
6,4,256,6000,19020.0
5,8,64,3200,8544.0
3,6,64,5200,10784.0
3,6,128,6800,14656.0
7,4,128,6900,10858.0
4,8,128,3200,12884.0
8,4,64,3800,6456.0
8,6,128,7700,10674.0
5,4,128,6000,11840.0
3,6,64,4100,10762.0
8,4,256,7300,18046.0
4,6,128,7300,12666.0
2,8,256,4300,24586.0
5,4,256,6700,19534.0
1,8,128,7400,23968.0
6,8,64,7700,8134.0
5,6,128,3400,12088.0
6,4,128,6700,11354.0
1,8,256,7000,31640.0
2,8,256,7100,24642.0
3,6,64,4500,10770.0
4,8,256,3700,20574.0
2,4,256,7600,24052.0
1,8,256,5100,31602.0
4,8,64,5100,9082.0
8,8,256,4100,18582.0
4,6,128,6500,12650.0
1,4,128,3900,23298.0
3,6,64,6300,10806.0
7,8,128,6800,11456.0
1,8,64,3700,20054.0
8,6,64,3500,6750.0
8,6,128,7200,10664.0
2,6,64,4400,12768.0
3,8,64,3800,11056.0
7,8,128,7400,11468.0
2,8,64,4900,13078.0
6,8,256,3600,19572.0
2,4,64,3400,12448.0
3,8,256,4100,22582.0
4,6,64,3100,8742.0
3,4,128,7000,14360.0
2,4,256,5100,24002.0
2,6,256,3200,24264.0
1,8,256,7800,31656.0
2,6,128,4700,16614.0
2,6,64,4700,12774.0
2,4,256,7400,24048.0
4,6,128,3400,12588.0
5,8,64,3000,8540.0
5,8,128,5900,12438.0
8,6,128,4300,10606.0
5,6,128,7000,12160.0
1,6,64,6500,19810.0
1,8,64,7600,20132.0
4,6,64,7000,8820.0
7,6,256,4200,18784.0
8,8,128,6700,10954.0
2,6,128,4900,16618.0
8,8,64,7500,7130.0
5,4,128,7000,11860.0
5,8,256,6700,20134.0
2,4,64,8000,12540.0
3,6,256,6600,22332.0
2,8,256,4400,24588.0
2,8,64,6300,13106.0
2,8,64,6100,13102.0
4,8,256,6800,20636.0
4,6,64,6000,8800.0
2,6,256,5100,24302.0
6,8,256,6600,19632.0
5,8,256,8000,20160.0
6,4,128,8000,11380.0
4,8,128,4300,12906.0
4,4,64,5700,8494.0
4,8,128,7200,12964.0
